2026-06-30 16:46:26 | INFO        | CATALOGO_CATEGORIA             | Anónimo              | 127.0.0.1       | Productos       | Exitoso         | Navegó al catálogo de la categoría ID=2 — 6 producto(s) cargados.
2026-06-30 16:47:02 | INFO        | PRODUCTO_VER                   | Anónimo              | 127.0.0.1       | Productos       | Exitoso         | Visualizó la página de detalle del producto "CPU XDV1" (ID=34).
2026-06-30 16:47:24 | INFO        | CATALOGO_CATEGORIA             | Anónimo              | 127.0.0.1       | Productos       | Exitoso         | Navegó al catálogo de la categoría ID=2 — 6 producto(s) cargados.
2026-06-30 16:47:39 | INFO        | PRODUCTO_VER                   | Anónimo              | 127.0.0.1       | Productos       | Exitoso         | Visualizó la página de detalle del producto "CPU XDV1" (ID=34).
2026-06-30 16:47:40 | INFO        | CATALOGO_CATEGORIA             | Anónimo              | 127.0.0.1       | Productos       | Exitoso         | Navegó al catálogo de la categoría ID=2 — 6 producto(s) cargados.
2026-06-30 16:48:25 | INFO        | PRODUCTO_VER                   | Anónimo              | 127.0.0.1       | Productos       | Exitoso         | Visualizó la página de detalle del producto "Intel Core i3-10105F Procesador de 10ª generación" (ID=13).
2026-06-30 16:48:32 | INFO        | CATALOGO_CATEGORIA             | Anónimo              | 127.0.0.1       | Productos       | Exitoso         | Navegó al catálogo de la categoría ID=2 — 6 producto(s) cargados.
2026-06-30 16:53:10 | INFO        | CATALOGO_CATEGORIA             | Anónimo              | 127.0.0.1       | Productos       | Exitoso         | Navegó al catálogo de la categoría ID=4 — 3 producto(s) cargados.
2026-06-30 16:53:17 | INFO        | PRODUCTO_VER                   | Anónimo              | 127.0.0.1       | Productos       | Exitoso         | Visualizó la página de detalle del producto "MSI MAG Forge 112R" (ID=22).
2026-06-30 16:54:23 | INFO        | CATALOGO_CATEGORIA             | Anónimo              | 127.0.0.1       | Productos       | Exitoso         | Navegó al catálogo de la categoría ID=4 — 3 producto(s) cargados.
2026-06-30 16:54:26 | INFO        | PRODUCTO_VER                   | Anónimo              | 127.0.0.1       | Productos       | Exitoso         | Visualizó la página de detalle del producto "MSI MPG SEKIRA 100R" (ID=21).
2026-06-30 16:54:33 | INFO        | CATALOGO_CATEGORIA             | Anónimo              | 127.0.0.1       | Productos       | Exitoso         | Navegó al catálogo de la categoría ID=2 — 6 producto(s) cargados.
2026-06-30 16:54:34 | INFO        | PRODUCTO_VER                   | Anónimo              | 127.0.0.1       | Productos       | Exitoso         | Visualizó la página de detalle del producto "CPU XDV1" (ID=34).
2026-06-30 18:50:16 | INFO        | LOGIN_PRIMER_FACTOR_EXITOSO    | jaucatomac           | 127.0.0.1       | Autenticación   | Permitido       | Credenciales correctas. Se envió código OTP al correo.
2026-06-30 18:50:32 | INFO        | LOGIN_EXITOSO                  | jlozanom@uteq.edu.ec | 127.0.0.1       | Autenticación MFA | Permitido       | El usuario completó correctamente el inicio de sesión con MFA en TiendaTech.
2026-06-30 18:51:08 | INFO        | CATALOGO_CATEGORIA             | 2                    | 127.0.0.1       | Productos       | Exitoso         | Navegó al catálogo de la categoría ID=2 — 6 producto(s) cargados.
2026-06-30 18:51:10 | INFO        | PRODUCTO_VER                   | 2                    | 127.0.0.1       | Productos       | Exitoso         | Visualizó la página de detalle del producto "CPU 2026" (ID=39).
2026-06-30 18:51:12 | INFO        | CARRITO_AGREGAR                | 2                    | 127.0.0.1       | Carrito         | Exitoso         | Agregó producto ID=39 (cantidad: 1) al carrito.
2026-06-30 18:51:16 | INFO        | CARRITO_VER                    | 2                    | 127.0.0.1       | Carrito         | Exitoso         | Consultó el contenido de su carrito de compras.
2026-06-30 18:51:16 | INFO        | CARRITO_RESUMEN                | 2                    | 127.0.0.1       | Carrito         | Exitoso         | Solicitó el resumen de totales del carrito.
2026-06-30 18:51:16 | INFO        | PRODUCTO_VER                   | 2                    | 127.0.0.1       | Productos       | Exitoso         | Visualizó la página de detalle del producto "CPU 2026" (ID=39).
2026-06-30 18:51:16 | INFO        | PRODUCTO_VER                   | 2                    | 127.0.0.1       | Productos       | Exitoso         | Visualizó la página de detalle del producto "Jungle Leopard ASTROSHEL LCD 240 ARGB AIO" (ID=37).
2026-06-30 18:53:43 | INFO        | CARRITO_VER                    | 2                    | 127.0.0.1       | Carrito         | Exitoso         | Consultó el contenido de su carrito de compras.
2026-06-30 18:53:43 | INFO        | CARRITO_RESUMEN                | 2                    | 127.0.0.1       | Carrito         | Exitoso         | Solicitó el resumen de totales del carrito.
2026-06-30 18:53:43 | INFO        | PRODUCTO_VER                   | 2                    | 127.0.0.1       | Productos       | Exitoso         | Visualizó la página de detalle del producto "CPU 2026" (ID=39).
2026-06-30 18:53:43 | INFO        | PRODUCTO_VER                   | 2                    | 127.0.0.1       | Productos       | Exitoso         | Visualizó la página de detalle del producto "Jungle Leopard ASTROSHEL LCD 240 ARGB AIO" (ID=37).
2026-06-30 18:53:45 | INFO        | CARRITO_RESUMEN                | 2                    | 127.0.0.1       | Carrito         | Exitoso         | Solicitó el resumen de totales del carrito.
2026-06-30 18:54:28 | INFO        | CARRITO_RESUMEN                | 2                    | 127.0.0.1       | Carrito         | Exitoso         | Solicitó el resumen de totales del carrito.
